time1,time2,state,hive_age,cubee,fob,fobr,foh,varroa,queen_age,queen_state,queen_cubee,queen_id,brood_pattern,stings,hid,hive_interacted
118,148,1,125,1,13.447743274486282,8.999999999999998,4.0,1.0,99.0,False,,323050_queen_1,4.999999999999998,0.0,323050,34
0,30,0,279,0,17.0,9.000000000000002,4.0,,253.0,False,,323050_queen_1,4.999999999999999,0.0,323050,30
0,29,1,16,0,11.490377734039695,4.0,5.000000000000002,,9.0,False,,323051_queen_0,3.44418532139445,5.999999999999998,323051,42
29,59,1,44,0,11.214573120074235,2.0783258451246165,4.762509608436316,,23.0,True,,323051_queen_0,3.784091206195223,1.4594801056814461,323051,36
59,89,1,80,0,16.64067058441522,7.999999999999995,5.999999999999998,,50.0,False,,323051_queen_1,4.0,0.0,323051,36
89,118,1,114,0,17.99999999999999,7.999999999999995,5.999999999999998,3.0,84.0,False,,323051_queen_1,4.999999999999998,2.0,323051,34
118,148,1,126,0,17.999999999999996,7.999999999999998,6.0,12.0,96.0,False,,323051_queen_1,4.999999999999999,2.0,323051,34
0,30,1,207,0,17.99999999999999,7.999999999999998,6.000000000000001,12.0,177.0,False,,323051_queen_1,4.999999999999999,2.0,323051,12
30,60,1,221,0,17.999999999999996,7.999999999999998,6.0,,191.0,False,,323051_queen_1,4.999999999999999,2.0,323051,11
0,30,0,279,0,17.999999999999996,7.999999999999998,6.0,,249.0,False,,323051_queen_1,4.999999999999999,2.0,323051,30
0,29,1,20,0,11.144702455929076,5.82140858484553,3.5263650199840844,,11.0,True,,323052_queen_0,4.999999999999999,1.0,323052,3
29,59,1,48,0,18.394531913070807,8.748060240706883,4.626632476223822,,28.0,False,,323052_queen_1,4.349118552081963,2.378414230005442,323052,4
59,89,1,79,0,23.449273068727578,10.000000000000007,5.999999999999998,,59.0,False,,323052_queen_1,4.999999999999999,2.8904307395589575,323052,4
89,118,1,111,0,22.000000000000004,10.000000000000002,6.0,,91.0,False,,323052_queen_1,4.999999999999999,1.0,323052,4
118,148,1,135,0,18.999999999999996,10.000000000000007,5.999999999999998,,115.0,False,,323052_queen_1,4.999999999999999,0.0,323052,4
0,30,1,282,1,18.999999999999996,10.000000000000002,6.000000000000001,,262.0,False,,323052_queen_1,4.999999999999999,0.0,323052,4
30,59,1,323,0,17.02945423683058,9.000000000000002,6.0,,303.0,False,,323052_queen_1,4.999999999999999,0.0,323052,5
59,89,1,354,0,10.730451535822356,6.3762441669408165,3.3287084162035363,,334.0,False,,323052_queen_1,4.999999999999999,0.0,323052,8
89,118,1,373,0,11.63708233091435,6.999999999999999,3.0000000000000004,,346.0,True,,323052_queen_1,4.999999999999999,4.0,323052,8
118,148,1,419,0,9.765069830723421,4.5514072280161875,3.743070225446607,,24.0,True,,323052_queen_2,5.000000000000001,0.0,323052,8
148,178,1,451,0,12.042273699723824,4.0,4.0,,56.0,False,,323052_queen_3,4.999999999999999,0.0,323052,8
178,207,1,468,0,15.0,4.0,4.0,0.0,73.0,False,,323052_queen_3,4.999999999999999,0.0,323052,9
207,237,1,503,0,15.0,4.0,4.0,3.0,108.0,False,,323052_queen_3,4.999999999999999,0.0,323052,9
0,29,1,20,0,14.855136005536522,4.999999999999999,6.999999999999999,,13.0,False,,323053_queen_0,3.748869957373752,4.999999999999999,323053,42
29,59,1,44,0,15.323088126531195,0.0,7.461623284523637,,23.0,True,,323053_queen_0,3.8302121591282536,2.0611910895040184,323053,36
59,89,1,80,0,22.606410322947458,10.000000000000002,6.0,,50.0,False,,323053_queen_1,4.663216996924957,2.483715624146968,323053,36
89,118,1,114,0,21.616181281622715,9.999999999999993,5.999999999999998,7.0,84.0,False,,323053_queen_1,4.0,2.982144159074646,323053,34
118,148,1,126,0,17.999999999999996,10.000000000000002,6.0,5.0,96.0,False,,323053_queen_1,4.0,6.0,323053,34
0,30,1,207,0,17.999999999999996,10.000000000000002,6.0,5.0,177.0,False,,323053_queen_1,4.0,6.0,323053,12
0,27,0,265,0,17.999999999999996,10.000000000000002,6.0,,235.0,False,,323053_queen_1,4.0,6.0,323053,3
0,29,1,16,0,15.07730475696423,7.421809354672094,8.423335112334938,,,,,,5.000000000000002,1.4969293651925615,323055,42
29,59,1,44,0,22.712497229187544,8.996948965748665,14.414374856201414,,,,,,4.999999999999999,1.440246537538759,323055,36
59,89,1,83,0,28.911426997139017,6.120936196207013,15.504665327976124,,17.0,True,,323055_queen_0,3.802966150893599,1.4496597108654288,323055,36
89,118,1,114,0,23.0,4.0,4.999999999999999,,31.0,False,,323055_queen_1,4.999999999999999,3.0000000000000004,323055,34
118,148,1,126,0,23.0,4.0,4.999999999999999,,43.0,False,,323055_queen_1,4.999999999999999,3.0000000000000004,323055,34
0,30,1,283,0,8.395477398386845,4.0,4.999999999999999,,200.0,False,,323055_queen_1,4.999999999999999,3.0000000000000004,323055,30
30,59,1,328,0,8.76922583882172,5.47985281396421,4.999999999999999,,245.0,False,,323055_queen_1,4.999999999999999,0.0,323055,14
59,89,1,356,1,12.802944358361632,8.746734259957423,5.000000000000001,,273.0,False,,323055_queen_1,4.682384347560568,2.008960836237627,323055,21
89,118,1,381,1,27.12638383948733,15.450624619082737,8.092564830575892,,298.0,False,,323055_queen_1,4.999999999999999,1.0,323055,32
118,148,1,419,0,26.49975295088533,18.999999999999996,13.162831438874672,,308.0,True,,323055_queen_1,4.999999999999999,6.062866266041591,323055,33
148,178,1,445,0,26.18474298129712,8.466793725402297,8.377059857540416,,44.0,False,,323055_queen_2,4.490654343990826,1.3961766429234024,323055,35
178,207,1,472,0,19.999999999999996,7.999999999999998,5.999999999999998,7.0,71.0,False,,323055_queen_2,4.999999999999999,1.0,323055,34
207,237,1,494,0,10.000000000000007,7.999999999999998,5.999999999999998,5.0,93.0,False,,323055_queen_2,4.999999999999999,1.0,323055,31
0,29,1,16,0,15.031431630235522,5.517007232898578,6.4485308298828095,,7.0,False,,323056_queen_0,5.000000000000001,1.3942087083672263,323056,42
29,59,1,44,0,16.4285248822049,6.80274471619523,7.999999999999995,,35.0,False,,323056_queen_0,5.000000000000001,1.0,323056,36
59,89,1,83,0,24.72001474140929,10.000000000000002,12.0,,74.0,False,,323056_queen_0,4.999999999999999,0.0,323056,36
89,118,1,114,0,22.000000000000004,10.000000000000002,4.999999999999999,,105.0,False,,323056_queen_0,4.999999999999999,0.0,323056,34
118,148,1,126,0,22.000000000000004,10.000000000000002,4.999999999999999,,117.0,False,,323056_queen_0,4.999999999999999,0.0,323056,34
148,177,1,175,0,22.000000000000004,10.000000000000002,4.999999999999999,,166.0,False,,323056_queen_0,4.999999999999999,0.0,323056,18
177,207,1,207,0,22.000000000000004,10.000000000000002,4.999999999999999,,198.0,False,,323056_queen_0,4.999999999999999,0.0,323056,12
207,237,1,233,0,22.000000000000004,10.000000000000002,4.999999999999999,,224.0,False,,323056_queen_0,4.999999999999999,0.0,323056,11
0,30,1,286,0,8.80162716861712,10.000000000000002,4.999999999999999,,277.0,False,,323056_queen_0,4.999999999999999,0.0,323056,30
30,59,1,328,0,3.9326254611586626,0.0,5.000000000000001,1.0,314.0,True,,323056_queen_0,5.000000000000001,0.0,323056,14
59,89,0,356,0,0.0,0.0,4.999999999999999,0.0,33.0,False,,323056_queen_1,4.999999999999999,0.0,323056,21
0,29,1,16,0,12.241332193865281,7.431387317837111,2.9999999999999996,,7.0,False,,323057_queen_0,5.000000000000001,1.4870076222109605,323057,42
29,59,1,44,0,14.818457067145362,10.393433885485603,3.70461426678634,,35.0,False,,323057_queen_0,4.245244045161179,1.2030250360821166,323057,36
59,89,1,83,0,23.9791576165636,11.832159566199223,9.949874371066208,,74.0,False,,323057_queen_0,4.4721359549995805,2.0,323057,36
89,118,1,114,0,21.999999999999986,9.999999999999998,7.000000000000001,,105.0,False,,323057_queen_0,4.999999999999999,0.0,323057,34
118,148,1,126,0,22.000000000000004,10.000000000000002,6.999999999999999,,117.0,False,,323057_queen_0,4.999999999999999,0.0,323057,34
148,177,1,175,0,22.000000000000004,10.000000000000002,6.999999999999999,,166.0,False,,323057_queen_0,4.999999999999999,0.0,323057,18
177,207,1,207,0,22.000000000000004,10.000000000000002,6.999999999999999,,198.0,False,,323057_queen_0,4.999999999999999,0.0,323057,12
207,237,1,236,0,22.000000000000004,10.000000000000002,6.999999999999999,,227.0,False,,323057_queen_0,4.999999999999999,0.0,323057,11
0,30,1,295,0,8.80162716861712,10.000000000000002,6.999999999999998,,286.0,False,,323057_queen_0,4.999999999999999,0.0,323057,30
30,59,1,328,0,9.19792758720222,6.005812615369145,6.999999999999999,,319.0,False,,323057_queen_0,4.22234122769255,0.0,323057,14
59,89,1,356,1,6.813076293393989,6.435070847489109,4.610436292058448,,347.0,False,,323057_queen_0,4.30886938006377,0.0,323057,21
89,118,1,381,1,11.72493104510645,6.0,3.000000000000001,,369.0,True,,323057_queen_0,5.000000000000002,0.0,323057,32
118,148,1,419,0,21.67258222350377,2.9592208926468717,13.092444327355196,,23.0,True,,323057_queen_1,5.000000000000002,4.378494145738873,323057,33
148,178,1,445,0,18.027756377319946,0.0,15.0,,11.0,True,,323057_queen_2,1.414213562373095,0.0,323057,35
178,207,1,481,0,13.999999999999984,0.0,15.0,0.0,41.0,False,,323057_queen_3,1.0,0.0,323057,34
207,237,1,494,0,9.000000000000002,0.0,15.0,2.0,54.0,False,,323057_queen_3,1.0,2.0,323057,31
0,29,1,17,0,15.008040430367648,9.467844260591049,4.499632025883826,,8.0,False,,323058_queen_0,5.000000000000002,1.4530805729389804,323058,42
29,59,1,44,0,18.255132535094152,7.999999999999995,4.949508590859579,,35.0,False,,323058_queen_0,5.000000000000001,1.0,323058,36
59,89,1,83,0,25.881292035455626,7.999999999999995,6.999999999999998,3.0,74.0,False,,323058_queen_0,4.999999999999999,1.3195079107728942,323058,36
89,118,1,114,0,21.999999999999986,9.000000000000005,3.000000000000001,3.0,105.0,False,,323058_queen_0,5.000000000000001,5.999999999999998,323058,34
118,148,1,125,1,14.196726574164671,8.999999999999998,2.9999999999999996,6.0,116.0,False,,323058_queen_0,4.999999999999998,0.0,323058,34
148,177,1,177,0,15.0,9.000000000000002,3.0000000000000004,7.0,168.0,False,,323058_queen_0,4.999999999999999,0.0,323058,18
177,207,1,207,0,15.0,9.000000000000002,3.0000000000000004,7.0,198.0,False,,323058_queen_0,4.999999999999999,0.0,323058,12
207,237,1,227,0,15.0,9.000000000000002,3.0000000000000004,7.0,218.0,False,,323058_queen_0,4.999999999999999,0.0,323058,11
0,30,0,282,0,15.0,9.000000000000002,3.0000000000000004,,273.0,False,,323058_queen_0,4.999999999999999,0.0,323058,30
0,29,1,20,0,10.373389754870994,2.627473213950627,6.086893020479394,,11.0,True,,323059_queen_0,3.000000000000001,1.3684910171654754,323059,3
29,59,1,48,0,13.60548943239045,3.9203761875226846,9.902448515569592,,28.0,False,,323059_queen_1,3.4879106804427247,1.4377466974450177,323059,4
59,89,1,79,0,25.07915521346423,9.000000000000002,9.000000000000002,,59.0,False,,323059_queen_1,4.999999999999999,0.0,323059,4
89,118,1,111,0,21.66066525549631,9.000000000000002,9.000000000000002,,91.0,False,,323059_queen_1,4.999999999999999,0.0,323059,4
118,148,1,135,0,13.999999999999996,9.000000000000002,9.000000000000002,,115.0,False,,323059_queen_1,4.999999999999999,0.0,323059,4
0,30,1,282,0,9.000000000000002,9.000000000000002,9.000000000000002,,262.0,False,,323059_queen_1,4.999999999999999,0.0,323059,4
30,59,1,323,0,16.466131720081794,7.999999999999998,9.000000000000005,,303.0,False,,323059_queen_1,4.999999999999999,1.0,323059,5
59,89,1,354,0,10.000000000000007,5.999999999999998,2.9999999999999996,,334.0,False,,323059_queen_1,4.999999999999998,2.0,323059,8
89,118,1,373,0,9.596659818132927,4.543987642390769,6.0,,346.0,True,,323059_queen_1,5.000000000000002,2.971988578273896,323059,8
118,148,1,419,0,13.55216322548226,4.0,8.196241540526376,,32.0,True,,323059_queen_2,4.999999999999999,3.2789482335177453,323059,8
148,178,1,451,0,15.988388595157096,4.0,12.000000000000005,,46.0,False,,323059_queen_3,4.999999999999999,0.0,323059,8
178,207,1,468,0,17.999999999999996,4.0,12.000000000000005,3.0,63.0,False,,323059_queen_3,4.999999999999998,1.0,323059,9
207,237,1,503,0,17.99999999999999,4.0,12.0,1.0,98.0,False,,323059_queen_3,4.999999999999999,1.0,323059,9
0,29,1,23,0,11.72900997464275,6.557092076284054,3.000000000000001,,10.0,False,,323060_queen_0,5.000000000000002,1.6624430157725054,323060,42
29,59,1,40,0,13.999999999999996,2.9999999999999996,5.999999999999998,,27.0,True,,323060_queen_0,4.0,1.0,323060,36
59,89,1,73,0,17.99999999999999,6.0,4.999999999999999,,33.0,False,,323060_queen_1,4.0,0.0,323060,36
89,118,1,114,0,17.99999999999999,6.0,4.999999999999999,8.0,74.0,False,,323060_queen_1,4.999999999999999,1.0,323060,34
118,148,1,125,0,9.000000000000002,0.0,4.999999999999999,2.0,85.0,False,,323060_queen_1,0.0,0.0,323060,34
148,177,1,158,0,9.000000000000002,0.0,4.999999999999999,2.0,118.0,False,,323060_queen_1,0.0,0.0,323060,18
0,30,1,210,0,9.000000000000002,0.0,4.999999999999999,2.0,170.0,False,,323060_queen_1,0.0,0.0,323060,11
0,30,0,279,0,9.000000000000002,0.0,4.999999999999999,,239.0,False,,323060_queen_1,0.0,0.0,323060,30
0,29,1,23,0,15.443742217627806,9.577734638498411,5.9629413499019535,,10.0,False,,323061_queen_0,4.999999999999999,1.0,323061,42
29,59,1,40,0,22.000000000000004,11.000000000000007,4.999999999999999,,27.0,False,,323061_queen_0,4.999999999999999,2.9999999999999996,323061,36
59,89,1,73,0,22.66171556604862,11.000000000000002,4.999999999999999,,60.0,False,,323061_queen_0,4.999999999999999,0.0,323061,36
89,118,1,114,1,22.66171556604862,11.000000000000002,4.999999999999999,,101.0,False,,323061_queen_0,4.999999999999999,0.0,323061,34
118,148,1,125,0,18.13956830872869,10.999999999999996,4.999999999999998,45.0,112.0,False,,323061_queen_0,4.999999999999998,0.0,323061,34
148,177,1,162,0,17.999999999999996,11.000000000000002,4.999999999999999,45.0,149.0,False,,323061_queen_0,4.999999999999999,6.999999999999998,323061,18
177,207,1,196,0,17.999999999999996,11.000000000000002,4.999999999999999,45.0,183.0,False,,323061_queen_0,4.999999999999999,6.999999999999999,323061,12
207,237,1,234,0,17.999999999999996,11.000000000000002,4.999999999999999,45.0,221.0,False,,323061_queen_0,4.999999999999999,6.999999999999999,323061,11
0,30,0,279,0,17.999999999999996,11.000000000000002,4.999999999999999,,266.0,False,,323061_queen_0,4.999999999999999,6.999999999999999,323061,30
0,29,1,23,0,11.336056845163293,7.000000000000001,3.0000000000000004,,10.0,False,,323063_queen_0,3.9483021876291606,1.9999999999999996,323063,42
29,59,1,40,0,11.00000000000001,2.9999999999999996,7.999999999999995,,27.0,True,,323063_queen_0,4.999999999999998,4.0,323063,36
59,89,1,73,1,16.766458672782765,3.0000000000000004,7.999999999999998,,33.0,False,,323063_queen_1,4.999999999999998,0.0,323063,36
89,118,1,114,1,19.277858108723947,2.501403733740926,8.433744269828006,,74.0,False,,323063_queen_1,3.3157601206960314,0.0,323063,34
118,148,1,125,0,16.999999999999993,2.0,9.000000000000002,,85.0,False,,323063_queen_1,2.0,0.0,323063,34
148,177,1,162,0,16.999999999999993,2.0,9.000000000000002,,122.0,False,,323063_queen_1,2.0,0.0,323063,18
0,30,1,234,0,17.0,2.0,9.000000000000002,,194.0,False,,323063_queen_1,2.0,0.0,323063,11
0,30,1,283,0,11.418583454354266,2.0,9.000000000000002,,243.0,False,,323063_queen_1,2.0,0.0,323063,30
30,59,1,328,0,7.922617330295767,2.3001233112387265,9.000000000000005,,288.0,False,,323063_queen_1,2.7190270755036416,0.0,323063,14
59,89,1,352,1,10.195925468754565,6.183690986642852,4.5040053365709145,,312.0,False,,323063_queen_1,3.8350963012034986,0.0,323063,3
89,118,1,377,1,8.606762689339487,5.599084020816109,4.119272083281217,,327.0,True,,323063_queen_1,4.119272083281217,1.0,323063,3
118,148,1,416,0,12.961481396815724,2.0,9.000000000000005,,26.0,True,,323063_queen_2,4.999999999999999,0.0,323063,6
148,178,1,447,0,32.86335345030997,15.999999999999991,21.999999999999996,,54.0,False,,323063_queen_3,5.000000000000001,0.0,323063,6
178,207,1,469,0,24.999999999999986,15.999999999999998,21.999999999999986,0.0,76.0,False,,323063_queen_3,4.999999999999998,0.0,323063,6
207,237,1,507,0,19.999999999999996,15.999999999999998,22.000000000000004,8.0,114.0,False,,323063_queen_3,4.999999999999999,2.0,323063,6
0,29,1,20,0,12.688455161286766,11.000000000000002,4.999999999999999,,7.0,False,,323064_queen_0,4.999999999999999,1.0,323064,42
29,59,1,41,1,15.57612946599652,3.2589964444376927,10.55973254649099,,15.0,True,,323064_queen_0,5.000000000000001,2.160119477784612,323064,36
59,89,1,83,0,16.266080750759343,3.703498849149161,13.999999999999991,,24.0,True,,323064_queen_1,3.0053303814001584,0.0,323064,36
89,118,1,114,1,15.0,5.999999999999998,5.999999999999998,16.0,55.0,False,,323064_queen_2,4.0,0.0,323064,34
118,148,1,129,1,13.29395346987037,5.999999999999998,5.999999999999998,0.0,70.0,False,,323064_queen_2,4.0,0.0,323064,34
148,177,1,158,0,11.000000000000002,6.0,6.0,0.0,99.0,False,,323064_queen_2,4.0,4.0,323064,18
177,207,1,206,0,11.000000000000002,6.0,6.0,0.0,147.0,False,,323064_queen_2,4.0,4.0,323064,12
207,237,1,234,0,11.000000000000002,6.0,6.0,0.0,175.0,False,,323064_queen_2,4.0,4.0,323064,11
0,30,0,279,0,11.000000000000002,6.0,6.0,,220.0,False,,323064_queen_2,4.0,4.0,323064,30
0,29,1,20,0,12.75296740235139,5.999999999999998,3.000000000000001,,7.0,False,,323065_queen_0,5.000000000000001,1.0,323065,42
29,59,1,41,0,10.529091776704405,3.5096972589014657,6.593532905028937,,15.0,True,,323065_queen_0,5.000000000000001,1.4594801056814461,323065,36
59,89,1,79,1,20.32792713629707,4.0,10.000000000000002,,53.0,False,,323065_queen_1,4.999999999999999,0.0,323065,36
89,118,1,114,1,17.99999999999999,7.999999999999998,4.999999999999999,25.0,88.0,False,,323065_queen_1,4.0,1.0,323065,34
118,148,1,125,1,19.49358868961792,7.999999999999995,4.999999999999999,1.0,99.0,False,,323065_queen_1,4.0,0.0,323065,34
148,177,1,158,0,19.999999999999996,7.999999999999998,4.999999999999999,2.0,132.0,False,,323065_queen_1,4.0,3.0000000000000004,323065,18
177,207,1,206,0,19.999999999999996,7.999999999999998,4.999999999999999,2.0,180.0,False,,323065_queen_1,4.0,3.0000000000000004,323065,12
0,30,0,279,0,19.999999999999996,7.999999999999998,4.999999999999999,,253.0,False,,323065_queen_1,4.0,3.0000000000000004,323065,30
0,29,1,16,1,14.711872357616983,5.000000000000003,5.191609719767568,,10.0,False,,323067_queen_0,4.339493025564535,1.5279362161981946,323067,42
29,59,1,44,0,14.286609467713784,0.0,4.326748710922227,,38.0,True,,323067_queen_0,5.000000000000001,1.0,323067,36
59,89,1,79,1,20.082092566551147,4.0,2.9999999999999996,,35.0,False,,323067_queen_1,4.999999999999999,0.0,323067,36
89,118,1,114,1,17.99999999999999,4.0,3.000000000000001,1.0,70.0,False,,323067_queen_1,4.0,7.000000000000001,323067,34
118,148,1,125,1,15.427248620541508,4.0,2.9999999999999996,2.0,81.0,False,,323067_queen_1,4.0,0.0,323067,34
0,30,1,207,0,17.0,4.0,3.0000000000000004,2.0,163.0,False,,323067_queen_1,4.0,0.0,323067,12
0,30,1,288,0,9.10060613147795,4.0,3.0000000000000004,,244.0,False,,323067_queen_1,4.0,0.0,323067,30
30,59,0,313,0,0.0,4.0,3.0000000000000004,,269.0,False,,323067_queen_1,4.0,0.0,323067,14
0,29,1,23,0,5.132536457632377,1.8556918962837285,2.4161788888088944,,23.0,True,,324303_queen_0,4.33810436609147,0.0,324303,2
29,59,1,50,0,10.488088481701523,6.324555320336757,3.872983346207418,,27.0,False,,324303_queen_1,5.000000000000001,2.0,324303,4
59,89,1,85,1,15.67628126138229,7.000000000000001,7.000000000000001,,62.0,False,,324303_queen_1,4.999999999999999,1.8298550549433454,324303,4
89,118,1,104,0,19.999999999999996,6.999999999999999,7.999999999999998,,81.0,False,,324303_queen_1,4.999999999999999,0.0,324303,4
118,148,1,127,0,15.999999999999998,6.999999999999998,7.999999999999998,,104.0,False,,324303_queen_1,4.999999999999999,1.0,324303,4
0,29,1,323,1,6.835333887351693,2.003644776703828,7.999999999999995,,300.0,False,,324303_queen_1,3.600418221817712,1.5614183643114201,324303,6
29,59,1,355,1,10.604065987925889,2.6923739957801067,7.999999999999995,,332.0,False,,324303_queen_1,2.9999999999999996,2.566810737641811,324303,2
59,88,1,380,0,14.121393341304252,4.3088693800637685,8.653497421844447,,343.0,True,,324303_queen_1,2.9999999999999996,2.2894284851066637,324303,6
88,118,1,398,0,23.0,4.999999999999999,12.000000000000005,,32.0,True,,324303_queen_2,4.999999999999999,2.9999999999999996,324303,6
118,148,1,442,0,29.030402222101838,5.000000000000001,12.000000000000005,,44.0,False,,324303_queen_3,5.000000000000001,0.0,324303,6
148,177,1,463,0,27.478748617786014,9.000000000000002,12.000000000000005,0.0,65.0,False,,324303_queen_3,5.000000000000001,1.4324834970826286,324303,7
177,207,1,495,0,24.999999999999996,9.000000000000002,12.0,20.0,97.0,False,,324303_queen_3,4.999999999999999,1.0,324303,7
0,29,1,0,0,4.999999999999999,3.0000000000000004,4.0,,0.0,False,,,4.999999999999999,,330819,42
29,59,1,35,0,9.19259386460391,5.307346542279972,2.918960211362891,,35.0,False,,330819_queen_0,4.472135954999578,1.0,330819,4
59,89,1,66,0,16.7718508505179,6.0,2.0,,66.0,False,,330819_queen_0,4.3734482957731124,0.0,330819,4
89,118,1,98,0,15.999999999999998,5.999999999999998,2.0,,98.0,False,,330819_queen_0,4.999999999999999,0.0,330819,4
118,148,1,124,0,21.0,6.0,2.0,,124.0,False,,330819_queen_0,4.999999999999999,0.0,330819,4
0,30,1,269,0,21.0,6.0,2.0,,269.0,False,,330819_queen_0,4.999999999999999,0.0,330819,4
30,59,1,308,0,13.999999999999996,5.999999999999998,2.0,,308.0,False,,330819_queen_0,4.999999999999998,0.0,330819,3
59,89,1,332,0,8.582943902819517,3.6784045297797925,2.0,,332.0,False,,330819_queen_0,4.999999999999999,0.0,330819,1
89,118,1,368,0,6.366489331073987,2.3375311284198306,2.566810737641811,,354.0,True,,330819_queen_0,4.999999999999998,3.514925746100631,330819,6
118,148,1,386,0,7.999999999999995,4.999999999999999,2.9999999999999996,,32.0,True,,330819_queen_1,4.0,6.0,330819,6
148,178,1,430,0,18.973665961010276,5.000000000000001,3.000000000000001,,44.0,False,,330819_queen_2,4.472135954999578,0.0,330819,6
178,207,1,451,1,24.999999999999996,4.999999999999999,3.0000000000000004,0.0,65.0,False,,330819_queen_2,4.999999999999999,0.0,330819,7
207,237,1,483,0,24.999999999999996,4.999999999999999,3.0000000000000004,10.0,97.0,False,,330819_queen_2,4.999999999999999,3.0000000000000004,330819,7
0,29,1,7,0,7.999999999999995,4.0,4.0,,7.0,True,,330975_queen_0,4.999999999999998,2.0,330975,2
29,59,1,35,0,11.40175425099138,6.48074069840786,4.4721359549995805,,35.0,False,,330975_queen_1,4.472135954999578,1.0,330975,4
59,89,1,66,0,17.999999999999996,6.999999999999998,4.0,,66.0,False,,330975_queen_1,4.999999999999999,1.515716566510398,330975,4
89,118,1,98,0,19.999999999999996,6.9999999999999964,4.0,,98.0,False,,330975_queen_1,4.999999999999999,0.0,330975,4
118,148,1,124,0,21.0,6.999999999999999,4.0,,124.0,False,,330975_queen_1,4.999999999999999,0.0,330975,4
0,30,1,269,0,21.0,6.999999999999999,4.0,,269.0,False,,330975_queen_1,4.999999999999999,0.0,330975,4
30,59,1,308,0,21.0,6.999999999999999,4.0,,308.0,False,,330975_queen_1,4.999999999999999,0.0,330975,3
59,89,1,332,0,12.930024195231711,6.235739265752469,4.728708045015878,,332.0,False,,330975_queen_1,4.999999999999999,0.0,330975,1
89,118,1,368,0,12.247075629480415,5.999999999999998,4.999999999999998,,354.0,True,,330975_queen_1,4.999999999999998,2.4380273084089508,330975,6
118,148,1,386,0,21.0,8.999999999999998,10.000000000000002,,18.0,False,,330975_queen_2,4.999999999999999,4.0,330975,6
148,178,1,430,0,27.386127875258328,9.000000000000005,9.999999999999993,,62.0,False,,330975_queen_2,5.000000000000001,0.0,330975,6
178,207,1,451,0,23.452078799117153,9.000000000000002,10.000000000000002,5.0,83.0,False,,330975_queen_2,5.000000000000001,0.0,330975,7
207,237,1,483,0,22.000000000000004,9.000000000000002,10.000000000000007,20.0,115.0,False,,330975_queen_2,4.999999999999999,0.0,330975,7
0,29,1,7,0,7.4380315454359,3.784091206195223,2.495052988367884,,7.0,False,,331157_queen_0,5.000000000000001,1.0,331157,2
29,59,1,35,0,10.954451150103326,6.928203230275507,3.000000000000001,,35.0,False,,331157_queen_0,4.999999999999999,1.0,331157,4
59,89,1,66,0,16.7718508505179,7.999999999999995,2.9999999999999996,,66.0,False,,331157_queen_0,4.3734482957731124,1.515716566510398,331157,4
89,118,1,98,0,22.000000000000004,7.999999999999995,2.9999999999999996,,98.0,False,,331157_queen_0,4.999999999999999,0.0,331157,4
118,148,1,124,0,19.999999999999996,7.999999999999998,3.0000000000000004,,124.0,False,,331157_queen_0,4.999999999999999,0.0,331157,4
0,30,1,269,0,19.999999999999996,7.999999999999998,3.0000000000000004,,269.0,False,,331157_queen_0,4.999999999999999,0.0,331157,4
30,59,1,308,0,19.999999999999996,7.999999999999998,3.0000000000000004,,308.0,False,,331157_queen_0,4.999999999999999,0.0,331157,3
59,89,1,332,0,12.874141945420101,6.47187119561415,3.000000000000001,,332.0,False,,331157_queen_0,4.999999999999999,0.0,331157,1
89,118,1,368,0,12.394088424644487,1.6685104410268252,3.6843697627859715,,354.0,True,,331157_queen_0,4.999999999999998,0.0,331157,6
118,148,1,386,0,17.999999999999996,2.0,12.000000000000005,,18.0,False,,331157_queen_1,4.0,1.0,331157,6
148,178,1,430,0,27.830256702740602,2.0,12.0,,62.0,False,,331157_queen_1,4.561061008016073,0.0,331157,6
178,207,1,451,0,23.05599997054339,7.999999999999995,6.0,11.0,83.0,False,,331157_queen_1,5.000000000000002,1.0,331157,7
207,237,1,483,0,21.0,7.999999999999998,5.999999999999998,30.0,115.0,False,,331157_queen_1,4.999999999999999,1.0,331157,7
0,29,1,3,0,7.999999999999995,4.0,4.0,,3.0,False,,331300_queen_0,,2.9999999999999996,331300,3
29,59,1,31,0,14.832396974191315,7.74596669241483,6.928203230275507,,31.0,False,,331300_queen_0,5.000000000000001,2.0,331300,7
59,89,1,59,1,28.844410203711927,9.949874371066208,18.16590212458495,,59.0,False,,331300_queen_0,4.999999999999999,3.74165738677394,331300,7
89,118,1,94,1,25.730149563911763,6.396687484140158,7.366254839044001,,94.0,False,,331300_queen_0,4.143444942058642,0.0,331300,7
118,148,1,119,0,21.745592760409817,6.0,6.0,18.0,119.0,False,,331300_queen_0,4.0,0.0,331300,7
148,177,1,158,0,19.999999999999996,6.0,6.0,18.0,158.0,False,,331300_queen_0,4.0,0.0,331300,7
0,30,1,270,0,7.999999999999998,6.000000000000001,6.000000000000001,,270.0,False,,331300_queen_0,4.0,0.0,331300,7
30,59,1,311,1,10.62279062391284,6.806532091039864,5.999999999999998,,311.0,False,,331300_queen_0,4.382329180366445,0.0,331300,1
59,89,1,339,0,3.3936451372328884,2.0,4.0,,339.0,False,,331300_queen_0,4.0,4.999999999999998,331300,3
89,118,1,364,1,3.198051244171424,1.5079541804033867,1.5079541804033867,,364.0,True,,331300_queen_0,3.5957243008895627,0.0,331300,3
